component_id,component_path,old_needs_human_review,new_needs_human_review,old_status,new_status,route_profile,reason
E-602-feedback-analyst.skill,skills/analytics/E-602-feedback-analyst.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
E-603-evolution-strategist,skills/analytics/E-603-evolution-strategist.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,research_synthesis_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
E-603-evolution-strategist.skill,skills/analytics/E-603-evolution-strategist.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-091-lip-sync-engine,skills/autonomous_loop/M-091-lip-sync-engine.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,video_context_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-091-lip-sync-engine.skill,skills/autonomous_loop/M-091-lip-sync-engine.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-091-m-091-execution-engine,skills/autonomous_loop/M-091-m-091-execution-engine.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,video_context_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-092-avatar-rendering-engine,skills/autonomous_loop/M-092-avatar-rendering-engine.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,video_context_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-092-avatar-rendering-engine.skill,skills/autonomous_loop/M-092-avatar-rendering-engine.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-093-visual-effects-engine,skills/autonomous_loop/M-093-visual-effects-engine.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,video_context_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-093-visual-effects-engine.skill,skills/autonomous_loop/M-093-visual-effects-engine.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-094-color-grading-engine,skills/autonomous_loop/M-094-color-grading-engine.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,video_context_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-094-color-grading-engine.skill,skills/autonomous_loop/M-094-color-grading-engine.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-095-motion-graphics-engine,skills/autonomous_loop/M-095-motion-graphics-engine.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,video_context_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-095-motion-graphics-engine.skill,skills/autonomous_loop/M-095-motion-graphics-engine.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-096-transition-designer,skills/autonomous_loop/M-096-transition-designer.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,video_context_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-096-transition-designer.skill,skills/autonomous_loop/M-096-transition-designer.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-097-pacing-optimizer,skills/autonomous_loop/M-097-pacing-optimizer.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,script_refinement_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-097-pacing-optimizer.skill,skills/autonomous_loop/M-097-pacing-optimizer.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-098-final-edit-compiler,skills/autonomous_loop/M-098-final-edit-compiler.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,editing_packaging_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-098_Final_Edit_Compiler,skills/autonomous_loop/M-098-final-edit-compiler.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-099-quality-assurance-engine,skills/autonomous_loop/M-099-quality-assurance-engine.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,media_quality_gate_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-099_Quality_Assurance_Engine,skills/autonomous_loop/M-099-quality-assurance-engine.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-100-safety-compliance-engine,skills/autonomous_loop/M-100-safety-compliance-engine.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,media_quality_gate_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-100_Safety_Compliance_Engine,skills/autonomous_loop/M-100-safety-compliance-engine.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-101-decision-board,skills/autonomous_loop/M-101-decision-board.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,research_synthesis_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-101_Decision_Board,skills/autonomous_loop/M-101-decision-board.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-102-escalation-engine,skills/autonomous_loop/M-102-escalation-engine.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,research_synthesis_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-102_Escalation_Engine,skills/autonomous_loop/M-102-escalation-engine.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-103-strategic-alignment-engine,skills/autonomous_loop/M-103-strategic-alignment-engine.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,research_synthesis_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-103_Strategic_Alignment_Engine,skills/autonomous_loop/M-103-strategic-alignment-engine.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-104-executive-review-system,skills/autonomous_loop/M-104-executive-review-system.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,research_synthesis_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-104_Executive_Review_System,skills/autonomous_loop/M-104-executive-review-system.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-105-publishing-engine,skills/autonomous_loop/M-105-publishing-engine.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,editing_packaging_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-105_Publishing_Engine,skills/autonomous_loop/M-105-publishing-engine.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-106-upload-verification,skills/autonomous_loop/M-106-upload-verification.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,editing_packaging_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-106_Upload_Verification,skills/autonomous_loop/M-106-upload-verification.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-107-algorithm-kickstart-engine,skills/autonomous_loop/M-107-algorithm-kickstart-engine.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,research_synthesis_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-107_Algorithm_Kickstart_Engine,skills/autonomous_loop/M-107-algorithm-kickstart-engine.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-108-engagement-booster,skills/autonomous_loop/M-108-engagement-booster.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,research_synthesis_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-108_Engagement_Booster,skills/autonomous_loop/M-108-engagement-booster.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-109-comment-analyzer,skills/autonomous_loop/M-109-comment-analyzer.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,research_synthesis_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-109_Comment_Analyzer,skills/autonomous_loop/M-109-comment-analyzer.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-110-reputation-monitor,skills/autonomous_loop/M-110-reputation-monitor.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,research_synthesis_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-110_Reputation_Monitor,skills/autonomous_loop/M-110-reputation-monitor.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-111-feedback-learning-engine,skills/autonomous_loop/M-111-feedback-learning-engine.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,research_synthesis_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-111_Feedback_Learning_Engine,skills/autonomous_loop/M-111-feedback-learning-engine.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-112-strategy-refinement-engine,skills/autonomous_loop/M-112-strategy-refinement-engine.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,script_refinement_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-112_Strategy_Refinement_Engine,skills/autonomous_loop/M-112-strategy-refinement-engine.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-113-empire-growth-engine,skills/autonomous_loop/M-113-empire-growth-engine.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,research_synthesis_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-113_Empire_Growth_Engine,skills/autonomous_loop/M-113-empire-growth-engine.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-114-resource-expansion-engine,skills/autonomous_loop/M-114-resource-expansion-engine.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,research_synthesis_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-114_Resource_Expansion_Engine,skills/autonomous_loop/M-114-resource-expansion-engine.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-115-automation-expansion-engine,skills/autonomous_loop/M-115-automation-expansion-engine.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,research_synthesis_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-115_Automation_Expansion_Engine,skills/autonomous_loop/M-115-automation-expansion-engine.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-116-skill-evolution-engine,skills/autonomous_loop/M-116-skill-evolution-engine.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,research_synthesis_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-116_Skill_Evolution_Engine,skills/autonomous_loop/M-116-skill-evolution-engine.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-117-intelligence-upgrade-engine,skills/autonomous_loop/M-117-intelligence-upgrade-engine.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,research_synthesis_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-117_Intelligence_Upgrade_Engine,skills/autonomous_loop/M-117-intelligence-upgrade-engine.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-118-empire-security-engine,skills/autonomous_loop/M-118-empire-security-engine.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,research_synthesis_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-118_Empire_Security_Engine,skills/autonomous_loop/M-118-empire-security-engine.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-119-redundancy-system,skills/autonomous_loop/M-119-redundancy-system.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,research_synthesis_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-119_Redundancy_System,skills/autonomous_loop/M-119-redundancy-system.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-120-supreme-orchestrator,skills/autonomous_loop/M-120-supreme-orchestrator.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,research_synthesis_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-120_Supreme_Orchestrator,skills/autonomous_loop/M-120-supreme-orchestrator.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
P-301-execution-context-engineer,skills/context_engineering/P-301-execution-context-engineer.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,context_engineering_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
P-301-execution-context-engineer.skill,skills/context_engineering/P-301-execution-context-engineer.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,context_engineering_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
P-302-platform-format-specialist,skills/context_engineering/P-302-platform-format-specialist.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,context_engineering_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
P-302-platform-format-specialist.skill,skills/context_engineering/P-302-platform-format-specialist.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,context_engineering_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
P-303-asset-brief-creator,skills/context_engineering/P-303-asset-brief-creator.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,context_engineering_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
P-303-asset-brief-creator.skill,skills/context_engineering/P-303-asset-brief-creator.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,context_engineering_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
P-304-lineage-chain-validator,skills/context_engineering/P-304-lineage-chain-validator.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,context_engineering_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
P-304-lineage-chain-validator.skill,skills/context_engineering/P-304-lineage-chain-validator.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,context_engineering_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
P-305-context-packet-finalizer,skills/context_engineering/P-305-context-packet-finalizer.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,context_engineering_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
P-305-context-packet-finalizer.skill,skills/context_engineering/P-305-context-packet-finalizer.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,context_engineering_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-181-innovation-engine,skills/governance/M-181-innovation-engine.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,media_quality_gate_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-181_Innovation_Engine,skills/governance/M-181-innovation-engine.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-182-collaboration-engine,skills/governance/M-182-collaboration-engine.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,media_quality_gate_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-182_Collaboration_Engine,skills/governance/M-182-collaboration-engine.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-001-intent-cortex,skills/intelligence/M-001-intent-cortex.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,research_synthesis_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-001_Intent_Cortex,skills/intelligence/M-001-intent-cortex.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-002-context-analyzer,skills/intelligence/M-002-context-analyzer.py,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,research_synthesis_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
M-002_Context_Analyzer,skills/intelligence/M-002-context-analyzer.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
SKL-PH3C-M-231-VOICEOVER_DIRECTION_SCRIPT,skills/media_audio/M-231-voiceover-direction-script.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
SKL-PH3C-M-232-SOUND_DESIGN_BRIEF,skills/media_audio/M-232-sound-design-brief.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
SKL-PH3C-M-233-MUSIC_SELECTION_ADVISOR,skills/media_audio/M-233-music-selection-advisor.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
SKL-PH3C-M-234-PODCAST_AUDIO_OPTIMIZATION,skills/media_audio/M-234-podcast-audio-optimization.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
SKL-PH3C-M-235-ACOUSTIC_ENVIRONMENT_ANALYZER,skills/media_audio/M-235-acoustic-environment-analyzer.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
SKL-PH3C-M-236-NOISE_REDUCTION_STRATEGY,skills/media_audio/M-236-noise-reduction-strategy.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
SKL-PH3C-M-237-AUDIO_LEVELS_NORMALIZATION,skills/media_audio/M-237-audio-levels-normalization.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
SKL-PH3C-M-238-COMPRESSION_EQ_SPECIFICATIONS,skills/media_audio/M-238-compression-eq-specifications.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
SKL-PH3C-M-239-REVERB_EFFECTS_DESIGNER,skills/media_audio/M-239-reverb-effects-designer.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
SKL-PH3C-M-240-AUDIO_MIXING_GUIDE,skills/media_audio/M-240-audio-mixing-guide.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
SKL-PH3C-M-241-MASTERING_SPECIFICATIONS,skills/media_audio/M-241-mastering-specifications.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
SKL-PH3C-M-242-PODCAST_INTRO_OUTRO_DESIGNER,skills/media_audio/M-242-podcast-intro-outro-designer.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
SKL-PH3C-M-243-AUDIO_TRANSITIONS_OPTIMIZER,skills/media_audio/M-243-audio-transitions-optimizer.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
SKL-PH3C-M-244-TRANSCRIPT_GENERATOR,skills/media_audio/M-244-transcript-generator.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
SKL-PH3C-M-245-ACCESSIBILITY_AUDIO_DESCRIPTION,skills/media_audio/M-245-accessibility-audio-description.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
SKL-PH3A-M-201-VISUAL_DESIGN_BRIEF_GENERATOR,skills/media_graphics/M-201-visual-design-brief-generator.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
SKL-PH3A-M-202-COLOR_PALETTE_OPTIMIZER,skills/media_graphics/M-202-color-palette-optimizer.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
SKL-PH3A-M-203-TYPOGRAPHY_SELECTOR,skills/media_graphics/M-203-typography-selector.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
SKL-PH3A-M-204-LAYOUT_COMPOSITION_STRATEGIST,skills/media_graphics/M-204-layout-composition-strategist.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
SKL-PH3A-M-205-ICON_ILLUSTRATION_MAPPER,skills/media_graphics/M-205-icon-illustration-mapper.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
SKL-PH3A-M-206-BRAND_CONSISTENCY_VALIDATOR,skills/media_graphics/M-206-brand-consistency-validator.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
SKL-PH3A-M-207-ACCESSIBILITY_ANALYZER,skills/media_graphics/M-207-accessibility-analyzer.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
SKL-PH3A-M-208-IMAGE_ASSET_SOURCING_ADVISOR,skills/media_graphics/M-208-image-asset-sourcing-advisor.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
SKL-PH3A-M-209-INFOGRAPHIC_STRUCTURE_DESIGNER,skills/media_graphics/M-209-infographic-structure-designer.skill.md,true,false,MAC_06_2B_CONTRACT_BLOCK_PRESENT,active_production_depth_enriched,lineage_profile,MAC-06.2D deterministic profile enrichment resolved exact packets and pointer IDs.
