component_file,component_layer,component_id,pre_status,post_status,contract_block_added,io_schema_added,communication_pointer_added,validator_binding_added,fallback_added,provider_boundary_added,lineage_added,needs_human_review
agents/parashara/parashara_agent.py,AGENT,parashara_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/ravana/ravana_agent.py,AGENT,ravana_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/saraswati/saraswati_agent.py,AGENT,saraswati_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/shakti/shakti_agent.py,AGENT,shakti_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/shiva/shiva_agent.py,AGENT,shiva_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/tumburu/tumburu_agent.py,AGENT,tumburu_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/valmiki/valmiki_agent.py,AGENT,valmiki_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/varuna/varuna_agent.py,AGENT,varuna_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/vishnu/vishnu_agent.py,AGENT,vishnu_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/vishwakarma/vishwakarma_agent.py,AGENT,vishwakarma_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/vyasa/vyasa_agent.py,AGENT,vyasa_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/yama/yama_agent.py,AGENT,yama_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
agents/yudhishthira/yudhishthira_agent.py,AGENT,yudhishthira_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
subagents/SUB_AGENT_RUNTIME_REGISTRY.yaml,SUB_AGENT,SUB_AGENT_RUNTIME_REGISTRY,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
subagents/cwf_110/cwf_110_sub_agent.py,SUB_AGENT,cwf_110_sub_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
subagents/cwf_120/cwf_120_sub_agent.py,SUB_AGENT,cwf_120_sub_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
subagents/cwf_130/cwf_130_sub_agent.py,SUB_AGENT,cwf_130_sub_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
subagents/cwf_140/cwf_140_sub_agent.py,SUB_AGENT,cwf_140_sub_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
subagents/cwf_210/cwf_210_sub_agent.py,SUB_AGENT,cwf_210_sub_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
subagents/cwf_220/cwf_220_sub_agent.py,SUB_AGENT,cwf_220_sub_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
subagents/cwf_230/cwf_230_sub_agent.py,SUB_AGENT,cwf_230_sub_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
subagents/cwf_240/cwf_240_sub_agent.py,SUB_AGENT,cwf_240_sub_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
subagents/cwf_310/cwf_310_sub_agent.py,SUB_AGENT,cwf_310_sub_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
subagents/cwf_320/cwf_320_sub_agent.py,SUB_AGENT,cwf_320_sub_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
subagents/cwf_330/cwf_330_sub_agent.py,SUB_AGENT,cwf_330_sub_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
subagents/cwf_340/cwf_340_sub_agent.py,SUB_AGENT,cwf_340_sub_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
subagents/cwf_410/cwf_410_sub_agent.py,SUB_AGENT,cwf_410_sub_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
subagents/cwf_420/cwf_420_sub_agent.py,SUB_AGENT,cwf_420_sub_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
subagents/cwf_430/cwf_430_sub_agent.py,SUB_AGENT,cwf_430_sub_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
subagents/cwf_440/cwf_440_sub_agent.py,SUB_AGENT,cwf_440_sub_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
subagents/cwf_510/cwf_510_sub_agent.py,SUB_AGENT,cwf_510_sub_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
subagents/cwf_520/cwf_520_sub_agent.py,SUB_AGENT,cwf_520_sub_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
subagents/cwf_530/cwf_530_sub_agent.py,SUB_AGENT,cwf_530_sub_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
subagents/cwf_610/cwf_610_sub_agent.py,SUB_AGENT,cwf_610_sub_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
subagents/cwf_620/cwf_620_sub_agent.py,SUB_AGENT,cwf_620_sub_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
subagents/cwf_630/cwf_630_sub_agent.py,SUB_AGENT,cwf_630_sub_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
subagents/wf_000/wf_000_sub_agent.py,SUB_AGENT,wf_000_sub_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
subagents/wf_001/wf_001_sub_agent.py,SUB_AGENT,wf_001_sub_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
subagents/wf_010/wf_010_sub_agent.py,SUB_AGENT,wf_010_sub_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
subagents/wf_020/wf_020_sub_agent.py,SUB_AGENT,wf_020_sub_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
subagents/wf_021/wf_021_sub_agent.py,SUB_AGENT,wf_021_sub_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
subagents/wf_022/wf_022_sub_agent.py,SUB_AGENT,wf_022_sub_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
subagents/wf_023/wf_023_sub_agent.py,SUB_AGENT,wf_023_sub_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
subagents/wf_100/wf_100_sub_agent.py,SUB_AGENT,wf_100_sub_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
subagents/wf_200/wf_200_sub_agent.py,SUB_AGENT,wf_200_sub_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
subagents/wf_300/wf_300_sub_agent.py,SUB_AGENT,wf_300_sub_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
subagents/wf_400/wf_400_sub_agent.py,SUB_AGENT,wf_400_sub_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
subagents/wf_500/wf_500_sub_agent.py,SUB_AGENT,wf_500_sub_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
subagents/wf_600/wf_600_sub_agent.py,SUB_AGENT,wf_600_sub_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
subagents/wf_900/wf_900_sub_agent.py,SUB_AGENT,wf_900_sub_agent,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
skills/SKILL_DNA_UPGRADE_TEMPLATE.md,SKILL,SKILL_DNA_UPGRADE_TEMPLATE,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/analytics/E-601-performance-analyst.py,SKILL,E-601-performance-analyst,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
skills/analytics/E-601-performance-analyst.skill.md,SKILL,E-601-performance-analyst.skill,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/analytics/E-602-feedback-analyst.py,SKILL,E-602-feedback-analyst,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
skills/analytics/E-602-feedback-analyst.skill.md,SKILL,E-602-feedback-analyst.skill,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/analytics/E-603-evolution-strategist.py,SKILL,E-603-evolution-strategist,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
skills/analytics/E-603-evolution-strategist.skill.md,SKILL,E-603-evolution-strategist.skill,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/autonomous_loop/M-091-lip-sync-engine.py,SKILL,M-091-lip-sync-engine,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
skills/autonomous_loop/M-091-lip-sync-engine.skill.md,SKILL,M-091-lip-sync-engine.skill,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/autonomous_loop/M-091-m-091-execution-engine.py,SKILL,M-091-m-091-execution-engine,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
skills/autonomous_loop/M-092-avatar-rendering-engine.py,SKILL,M-092-avatar-rendering-engine,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
skills/autonomous_loop/M-092-avatar-rendering-engine.skill.md,SKILL,M-092-avatar-rendering-engine.skill,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/autonomous_loop/M-093-visual-effects-engine.py,SKILL,M-093-visual-effects-engine,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/autonomous_loop/M-093-visual-effects-engine.skill.md,SKILL,M-093-visual-effects-engine.skill,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/autonomous_loop/M-094-color-grading-engine.py,SKILL,M-094-color-grading-engine,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
skills/autonomous_loop/M-094-color-grading-engine.skill.md,SKILL,M-094-color-grading-engine.skill,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/autonomous_loop/M-095-motion-graphics-engine.py,SKILL,M-095-motion-graphics-engine,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
skills/autonomous_loop/M-095-motion-graphics-engine.skill.md,SKILL,M-095-motion-graphics-engine.skill,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/autonomous_loop/M-096-transition-designer.py,SKILL,M-096-transition-designer,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
skills/autonomous_loop/M-096-transition-designer.skill.md,SKILL,M-096-transition-designer.skill,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/autonomous_loop/M-097-pacing-optimizer.py,SKILL,M-097-pacing-optimizer,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
skills/autonomous_loop/M-097-pacing-optimizer.skill.md,SKILL,M-097-pacing-optimizer.skill,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/autonomous_loop/M-098-final-edit-compiler.py,SKILL,M-098-final-edit-compiler,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/autonomous_loop/M-098-final-edit-compiler.skill.md,SKILL,M-098_Final_Edit_Compiler,PARTIAL_OR_BETTER,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/autonomous_loop/M-099-quality-assurance-engine.py,SKILL,M-099-quality-assurance-engine,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/autonomous_loop/M-099-quality-assurance-engine.skill.md,SKILL,M-099_Quality_Assurance_Engine,PARTIAL_OR_BETTER,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/autonomous_loop/M-100-safety-compliance-engine.py,SKILL,M-100-safety-compliance-engine,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
skills/autonomous_loop/M-100-safety-compliance-engine.skill.md,SKILL,M-100_Safety_Compliance_Engine,PARTIAL_OR_BETTER,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/autonomous_loop/M-101-decision-board.py,SKILL,M-101-decision-board,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
skills/autonomous_loop/M-101-decision-board.skill.md,SKILL,M-101_Decision_Board,PARTIAL_OR_BETTER,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/autonomous_loop/M-102-escalation-engine.py,SKILL,M-102-escalation-engine,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
skills/autonomous_loop/M-102-escalation-engine.skill.md,SKILL,M-102_Escalation_Engine,PARTIAL_OR_BETTER,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/autonomous_loop/M-103-strategic-alignment-engine.py,SKILL,M-103-strategic-alignment-engine,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
skills/autonomous_loop/M-103-strategic-alignment-engine.skill.md,SKILL,M-103_Strategic_Alignment_Engine,PARTIAL_OR_BETTER,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/autonomous_loop/M-104-executive-review-system.py,SKILL,M-104-executive-review-system,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
skills/autonomous_loop/M-104-executive-review-system.skill.md,SKILL,M-104_Executive_Review_System,PARTIAL_OR_BETTER,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/autonomous_loop/M-105-publishing-engine.py,SKILL,M-105-publishing-engine,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/autonomous_loop/M-105-publishing-engine.skill.md,SKILL,M-105_Publishing_Engine,PARTIAL_OR_BETTER,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/autonomous_loop/M-106-upload-verification.py,SKILL,M-106-upload-verification,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
skills/autonomous_loop/M-106-upload-verification.skill.md,SKILL,M-106_Upload_Verification,PARTIAL_OR_BETTER,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/autonomous_loop/M-107-algorithm-kickstart-engine.py,SKILL,M-107-algorithm-kickstart-engine,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
skills/autonomous_loop/M-107-algorithm-kickstart-engine.skill.md,SKILL,M-107_Algorithm_Kickstart_Engine,PARTIAL_OR_BETTER,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/autonomous_loop/M-108-engagement-booster.py,SKILL,M-108-engagement-booster,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
skills/autonomous_loop/M-108-engagement-booster.skill.md,SKILL,M-108_Engagement_Booster,PARTIAL_OR_BETTER,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/autonomous_loop/M-109-comment-analyzer.py,SKILL,M-109-comment-analyzer,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
skills/autonomous_loop/M-109-comment-analyzer.skill.md,SKILL,M-109_Comment_Analyzer,PARTIAL_OR_BETTER,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/autonomous_loop/M-110-reputation-monitor.py,SKILL,M-110-reputation-monitor,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
skills/autonomous_loop/M-110-reputation-monitor.skill.md,SKILL,M-110_Reputation_Monitor,PARTIAL_OR_BETTER,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/autonomous_loop/M-111-feedback-learning-engine.py,SKILL,M-111-feedback-learning-engine,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
skills/autonomous_loop/M-111-feedback-learning-engine.skill.md,SKILL,M-111_Feedback_Learning_Engine,PARTIAL_OR_BETTER,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/autonomous_loop/M-112-strategy-refinement-engine.py,SKILL,M-112-strategy-refinement-engine,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
skills/autonomous_loop/M-112-strategy-refinement-engine.skill.md,SKILL,M-112_Strategy_Refinement_Engine,PARTIAL_OR_BETTER,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/autonomous_loop/M-113-empire-growth-engine.py,SKILL,M-113-empire-growth-engine,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
skills/autonomous_loop/M-113-empire-growth-engine.skill.md,SKILL,M-113_Empire_Growth_Engine,PARTIAL_OR_BETTER,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/autonomous_loop/M-114-resource-expansion-engine.py,SKILL,M-114-resource-expansion-engine,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
skills/autonomous_loop/M-114-resource-expansion-engine.skill.md,SKILL,M-114_Resource_Expansion_Engine,PARTIAL_OR_BETTER,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/autonomous_loop/M-115-automation-expansion-engine.py,SKILL,M-115-automation-expansion-engine,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
skills/autonomous_loop/M-115-automation-expansion-engine.skill.md,SKILL,M-115_Automation_Expansion_Engine,PARTIAL_OR_BETTER,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/autonomous_loop/M-116-skill-evolution-engine.py,SKILL,M-116-skill-evolution-engine,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
skills/autonomous_loop/M-116-skill-evolution-engine.skill.md,SKILL,M-116_Skill_Evolution_Engine,PARTIAL_OR_BETTER,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/autonomous_loop/M-117-intelligence-upgrade-engine.py,SKILL,M-117-intelligence-upgrade-engine,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
skills/autonomous_loop/M-117-intelligence-upgrade-engine.skill.md,SKILL,M-117_Intelligence_Upgrade_Engine,PARTIAL_OR_BETTER,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/autonomous_loop/M-118-empire-security-engine.py,SKILL,M-118-empire-security-engine,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
skills/autonomous_loop/M-118-empire-security-engine.skill.md,SKILL,M-118_Empire_Security_Engine,PARTIAL_OR_BETTER,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/autonomous_loop/M-119-redundancy-system.py,SKILL,M-119-redundancy-system,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
skills/autonomous_loop/M-119-redundancy-system.skill.md,SKILL,M-119_Redundancy_System,PARTIAL_OR_BETTER,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/autonomous_loop/M-120-supreme-orchestrator.py,SKILL,M-120-supreme-orchestrator,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
skills/autonomous_loop/M-120-supreme-orchestrator.skill.md,SKILL,M-120_Supreme_Orchestrator,PARTIAL_OR_BETTER,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/context_engineering/P-301-execution-context-engineer.py,SKILL,P-301-execution-context-engineer,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/context_engineering/P-301-execution-context-engineer.skill.md,SKILL,P-301-execution-context-engineer.skill,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/context_engineering/P-302-platform-format-specialist.py,SKILL,P-302-platform-format-specialist,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/context_engineering/P-302-platform-format-specialist.skill.md,SKILL,P-302-platform-format-specialist.skill,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/context_engineering/P-303-asset-brief-creator.py,SKILL,P-303-asset-brief-creator,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/context_engineering/P-303-asset-brief-creator.skill.md,SKILL,P-303-asset-brief-creator.skill,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/context_engineering/P-304-lineage-chain-validator.py,SKILL,P-304-lineage-chain-validator,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/context_engineering/P-304-lineage-chain-validator.skill.md,SKILL,P-304-lineage-chain-validator.skill,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/context_engineering/P-305-context-packet-finalizer.py,SKILL,P-305-context-packet-finalizer,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/context_engineering/P-305-context-packet-finalizer.skill.md,SKILL,P-305-context-packet-finalizer.skill,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/governance/M-181-innovation-engine.py,SKILL,M-181-innovation-engine,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
skills/governance/M-181-innovation-engine.skill.md,SKILL,M-181_Innovation_Engine,PARTIAL_OR_BETTER,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/governance/M-182-collaboration-engine.py,SKILL,M-182-collaboration-engine,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
skills/governance/M-182-collaboration-engine.skill.md,SKILL,M-182_Collaboration_Engine,PARTIAL_OR_BETTER,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/intelligence/M-001-intent-cortex.py,SKILL,M-001-intent-cortex,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
skills/intelligence/M-001-intent-cortex.skill.md,SKILL,M-001_Intent_Cortex,PARTIAL_OR_BETTER,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,false
skills/intelligence/M-002-context-analyzer.py,SKILL,M-002-context-analyzer,MISSING_IO_SCHEMA,MAC_06_2B_CONTRACT_BLOCK_PRESENT,true,true,true,true,true,true,true,true
