component_id,component_path,lifecycle_status,active_runtime,consumed_by_dag,safe_inactive,status,gap
M-107-algorithm-kickstart-engine,skills/autonomous_loop/M-107-algorithm-kickstart-engine.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-107_Algorithm_Kickstart_Engine,skills/autonomous_loop/M-107-algorithm-kickstart-engine.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-108-engagement-booster,skills/autonomous_loop/M-108-engagement-booster.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-108_Engagement_Booster,skills/autonomous_loop/M-108-engagement-booster.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-109-comment-analyzer,skills/autonomous_loop/M-109-comment-analyzer.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-109_Comment_Analyzer,skills/autonomous_loop/M-109-comment-analyzer.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-110-reputation-monitor,skills/autonomous_loop/M-110-reputation-monitor.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-110_Reputation_Monitor,skills/autonomous_loop/M-110-reputation-monitor.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-111-feedback-learning-engine,skills/autonomous_loop/M-111-feedback-learning-engine.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-111_Feedback_Learning_Engine,skills/autonomous_loop/M-111-feedback-learning-engine.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-112-strategy-refinement-engine,skills/autonomous_loop/M-112-strategy-refinement-engine.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-112_Strategy_Refinement_Engine,skills/autonomous_loop/M-112-strategy-refinement-engine.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-113-empire-growth-engine,skills/autonomous_loop/M-113-empire-growth-engine.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-113_Empire_Growth_Engine,skills/autonomous_loop/M-113-empire-growth-engine.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-114-resource-expansion-engine,skills/autonomous_loop/M-114-resource-expansion-engine.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-114_Resource_Expansion_Engine,skills/autonomous_loop/M-114-resource-expansion-engine.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-115-automation-expansion-engine,skills/autonomous_loop/M-115-automation-expansion-engine.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-115_Automation_Expansion_Engine,skills/autonomous_loop/M-115-automation-expansion-engine.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-116-skill-evolution-engine,skills/autonomous_loop/M-116-skill-evolution-engine.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-116_Skill_Evolution_Engine,skills/autonomous_loop/M-116-skill-evolution-engine.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-117-intelligence-upgrade-engine,skills/autonomous_loop/M-117-intelligence-upgrade-engine.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-117_Intelligence_Upgrade_Engine,skills/autonomous_loop/M-117-intelligence-upgrade-engine.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-118-empire-security-engine,skills/autonomous_loop/M-118-empire-security-engine.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-118_Empire_Security_Engine,skills/autonomous_loop/M-118-empire-security-engine.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-119-redundancy-system,skills/autonomous_loop/M-119-redundancy-system.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-119_Redundancy_System,skills/autonomous_loop/M-119-redundancy-system.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-120-supreme-orchestrator,skills/autonomous_loop/M-120-supreme-orchestrator.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-120_Supreme_Orchestrator,skills/autonomous_loop/M-120-supreme-orchestrator.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
P-301-execution-context-engineer,skills/context_engineering/P-301-execution-context-engineer.py,ACTIVE_CORE,True,True,False,PASS,
P-301-execution-context-engineer.skill,skills/context_engineering/P-301-execution-context-engineer.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
P-302-platform-format-specialist,skills/context_engineering/P-302-platform-format-specialist.py,ACTIVE_CORE,True,True,False,PASS,
P-302-platform-format-specialist.skill,skills/context_engineering/P-302-platform-format-specialist.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
P-303-asset-brief-creator,skills/context_engineering/P-303-asset-brief-creator.py,ACTIVE_CORE,True,True,False,PASS,
P-303-asset-brief-creator.skill,skills/context_engineering/P-303-asset-brief-creator.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
P-304-lineage-chain-validator,skills/context_engineering/P-304-lineage-chain-validator.py,ACTIVE_CORE,True,True,False,PASS,
P-304-lineage-chain-validator.skill,skills/context_engineering/P-304-lineage-chain-validator.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
P-305-context-packet-finalizer,skills/context_engineering/P-305-context-packet-finalizer.py,QUARANTINE_REVIEW,False,False,True,PASS,
P-305-context-packet-finalizer.skill,skills/context_engineering/P-305-context-packet-finalizer.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-181-innovation-engine,skills/governance/M-181-innovation-engine.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-181_Innovation_Engine,skills/governance/M-181-innovation-engine.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-182-collaboration-engine,skills/governance/M-182-collaboration-engine.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-182_Collaboration_Engine,skills/governance/M-182-collaboration-engine.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-001-intent-cortex,skills/intelligence/M-001-intent-cortex.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-001_Intent_Cortex,skills/intelligence/M-001-intent-cortex.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-002-context-analyzer,skills/intelligence/M-002-context-analyzer.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-002_Context_Analyzer,skills/intelligence/M-002-context-analyzer.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3C-M-231-VOICEOVER_DIRECTION_SCRIPT,skills/media_audio/M-231-voiceover-direction-script.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3C-M-232-SOUND_DESIGN_BRIEF,skills/media_audio/M-232-sound-design-brief.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3C-M-233-MUSIC_SELECTION_ADVISOR,skills/media_audio/M-233-music-selection-advisor.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3C-M-234-PODCAST_AUDIO_OPTIMIZATION,skills/media_audio/M-234-podcast-audio-optimization.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3C-M-235-ACOUSTIC_ENVIRONMENT_ANALYZER,skills/media_audio/M-235-acoustic-environment-analyzer.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3C-M-236-NOISE_REDUCTION_STRATEGY,skills/media_audio/M-236-noise-reduction-strategy.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3C-M-237-AUDIO_LEVELS_NORMALIZATION,skills/media_audio/M-237-audio-levels-normalization.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3C-M-238-COMPRESSION_EQ_SPECIFICATIONS,skills/media_audio/M-238-compression-eq-specifications.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3C-M-239-REVERB_EFFECTS_DESIGNER,skills/media_audio/M-239-reverb-effects-designer.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3C-M-240-AUDIO_MIXING_GUIDE,skills/media_audio/M-240-audio-mixing-guide.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3C-M-241-MASTERING_SPECIFICATIONS,skills/media_audio/M-241-mastering-specifications.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3C-M-242-PODCAST_INTRO_OUTRO_DESIGNER,skills/media_audio/M-242-podcast-intro-outro-designer.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3C-M-243-AUDIO_TRANSITIONS_OPTIMIZER,skills/media_audio/M-243-audio-transitions-optimizer.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3C-M-244-TRANSCRIPT_GENERATOR,skills/media_audio/M-244-transcript-generator.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3C-M-245-ACCESSIBILITY_AUDIO_DESCRIPTION,skills/media_audio/M-245-accessibility-audio-description.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3A-M-201-VISUAL_DESIGN_BRIEF_GENERATOR,skills/media_graphics/M-201-visual-design-brief-generator.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3A-M-202-COLOR_PALETTE_OPTIMIZER,skills/media_graphics/M-202-color-palette-optimizer.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3A-M-203-TYPOGRAPHY_SELECTOR,skills/media_graphics/M-203-typography-selector.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3A-M-204-LAYOUT_COMPOSITION_STRATEGIST,skills/media_graphics/M-204-layout-composition-strategist.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3A-M-205-ICON_ILLUSTRATION_MAPPER,skills/media_graphics/M-205-icon-illustration-mapper.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3A-M-206-BRAND_CONSISTENCY_VALIDATOR,skills/media_graphics/M-206-brand-consistency-validator.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3A-M-207-ACCESSIBILITY_ANALYZER,skills/media_graphics/M-207-accessibility-analyzer.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3A-M-208-IMAGE_ASSET_SOURCING_ADVISOR,skills/media_graphics/M-208-image-asset-sourcing-advisor.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3A-M-209-INFOGRAPHIC_STRUCTURE_DESIGNER,skills/media_graphics/M-209-infographic-structure-designer.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3A-M-210-ANIMATION_TRANSITION_SPECIFIER,skills/media_graphics/M-210-animation-transition-specifier.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3A-M-211-MOBILE_FIRST_LAYOUT_OPTIMIZER,skills/media_graphics/M-211-mobile-first-layout-optimizer.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3A-M-212-DARK_MODE_VARIANT_GENERATOR,skills/media_graphics/M-212-dark-mode-variant-generator.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3A-M-213-PRINT_READY_FORMAT_CONVERTER,skills/media_graphics/M-213-print-ready-format-converter.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3A-M-214-SOCIAL_MEDIA_GRAPHICS_OPTIMIZER,skills/media_graphics/M-214-social-media-graphics-optimizer.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3A-M-215-BANNER_HEADER_DESIGNER,skills/media_graphics/M-215-banner-header-designer.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
A-401-thumbnail-concept-designer,skills/media_production/A-401-thumbnail-concept-designer.py,QUARANTINE_REVIEW,False,False,True,PASS,
A-401-thumbnail-concept-designer.skill,skills/media_production/A-401-thumbnail-concept-designer.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
A-402-visual-asset-planner,skills/media_production/A-402-visual-asset-planner.py,QUARANTINE_REVIEW,False,False,True,PASS,
A-402-visual-asset-planner.skill,skills/media_production/A-402-visual-asset-planner.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
A-403-audio-script-optimizer,skills/media_production/A-403-audio-script-optimizer.py,QUARANTINE_REVIEW,False,False,True,PASS,
A-403-audio-script-optimizer.skill,skills/media_production/A-403-audio-script-optimizer.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
A-404-media-package-assembler,skills/media_production/A-404-media-package-assembler.py,QUARANTINE_REVIEW,False,False,True,PASS,
A-404-media-package-assembler.skill,skills/media_production/A-404-media-package-assembler.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
A-405-media-qa-validator,skills/media_production/A-405-media-qa-validator.py,ACTIVE_CORE,True,True,False,PASS,
A-405-media-qa-validator.skill,skills/media_production/A-405-media-qa-validator.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3B-M-216-SHOT_LIST_GENERATOR,skills/media_video/M-216-shot-list-generator.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3B-M-217-B_ROLL_SOURCING_STRATEGY,skills/media_video/M-217-b-roll-sourcing-strategy.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3B-M-218-VIDEO_EDITING_SCRIPT,skills/media_video/M-218-video-editing-script.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3B-M-219-COLOR_GRADING_BRIEF,skills/media_video/M-219-color-grading-brief.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3B-M-220-SOUND_DESIGN_SPECIFICATIONS,skills/media_video/M-220-sound-design-specifications.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3B-M-221-MOTION_GRAPHICS_STORYBOARD,skills/media_video/M-221-motion-graphics-storyboard.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3B-M-222-VIDEO_TRANSITIONS_OPTIMIZER,skills/media_video/M-222-video-transitions-optimizer.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3B-M-223-PACING_RHYTHM_EDITOR,skills/media_video/M-223-pacing-rhythm-editor.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3B-M-224-TITLE_CARD_GENERATOR,skills/media_video/M-224-title-card-generator.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3B-M-225-THUMBNAIL_DESIGNER,skills/media_video/M-225-thumbnail-designer.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3B-M-226-VIDEO_SEO_OPTIMIZER,skills/media_video/M-226-video-seo-optimizer.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3B-M-227-CAPTIONS_SUBTITLE_GENERATOR,skills/media_video/M-227-captions-subtitle-generator.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3B-M-228-MULTI_ANGLE_CUT_STRATEGY,skills/media_video/M-228-multi-angle-cut-strategy.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3B-M-229-VIDEO_PERFORMANCE_PREDICTOR,skills/media_video/M-229-video-performance-predictor.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
SKL-PH3B-M-230-PLATFORM_SPECIFIC_VIDEO_ADAPTER,skills/media_video/M-230-platform-specific-video-adapter.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-151-empire-expansion-layer,skills/operations/M-151-empire-expansion-layer.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-151_Empire_Expansion_Layer,skills/operations/M-151-empire-expansion-layer.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-152-channel-discovery-engine,skills/operations/M-152-channel-discovery-engine.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-152_Channel_Discovery_Engine,skills/operations/M-152-channel-discovery-engine.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-153-niche-profitability-analyzer,skills/operations/M-153-niche-profitability-analyzer.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-153_Niche_Profitability_Analyzer,skills/operations/M-153-niche-profitability-analyzer.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-154-channel-launch-architect,skills/operations/M-154-channel-launch-architect.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-154_Channel_Launch_Architect,skills/operations/M-154-channel-launch-architect.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-155-brand-identity-engine,skills/operations/M-155-brand-identity-engine.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-155_Brand_Identity_Engine,skills/operations/M-155-brand-identity-engine.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-156-audience-persona-generator,skills/operations/M-156-audience-persona-generator.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-156_Audience_Persona_Generator,skills/operations/M-156-audience-persona-generator.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-157-content-strategy-replicator,skills/operations/M-157-content-strategy-replicator.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-157_Content_Strategy_Replicator,skills/operations/M-157-content-strategy-replicator.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-158-content-calendar-engine,skills/operations/M-158-content-calendar-engine.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-158_Content_Calendar_Engine,skills/operations/M-158-content-calendar-engine.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-159-production-capacity-planner,skills/operations/M-159-production-capacity-planner.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-159_Production_Capacity_Planner,skills/operations/M-159-production-capacity-planner.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-160-creator-clone-system,skills/operations/M-160-creator-clone-system.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-160_Creator_Clone_System,skills/operations/M-160-creator-clone-system.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-161-personality-mapping-engine,skills/operations/M-161-personality-mapping-engine.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-161_Personality_Mapping_Engine,skills/operations/M-161-personality-mapping-engine.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-162-voice-identity-cloner,skills/operations/M-162-voice-identity-cloner.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-162_Voice_Identity_Cloner,skills/operations/M-162-voice-identity-cloner.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-163-speech-emotion-engine,skills/operations/M-163-speech-emotion-engine.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-163_Speech_Emotion_Engine,skills/operations/M-163-speech-emotion-engine.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-164-character-behavior-engine,skills/operations/M-164-character-behavior-engine.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-164_Character_Behavior_Engine,skills/operations/M-164-character-behavior-engine.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-165-dialogue-style-generator,skills/operations/M-165-dialogue-style-generator.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-165_Dialogue_Style_Generator,skills/operations/M-165-dialogue-style-generator.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-166-creator-identity-manager,skills/operations/M-166-creator-identity-manager.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-166_Creator_Identity_Manager,skills/operations/M-166-creator-identity-manager.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-167-reputation-control-engine,skills/operations/M-167-reputation-control-engine.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-167_Reputation_Control_Engine,skills/operations/M-167-reputation-control-engine.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-168-content-factory-controller,skills/operations/M-168-content-factory-controller.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-168_Content_Factory_Controller,skills/operations/M-168-content-factory-controller.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-169-topic-generation-engine,skills/operations/M-169-topic-generation-engine.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-169_Topic_Generation_Engine,skills/operations/M-169-topic-generation-engine.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-170-research-automation-engine,skills/operations/M-170-research-automation-engine.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-170_Research_Automation_Engine,skills/operations/M-170-research-automation-engine.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-171-knowledge-graph-builder,skills/operations/M-171-knowledge-graph-builder.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-171_Knowledge_Graph_Builder,skills/operations/M-171-knowledge-graph-builder.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-172-insight-extraction-engine,skills/operations/M-172-insight-extraction-engine.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-172_Insight_Extraction_Engine,skills/operations/M-172-insight-extraction-engine.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-173-script-automation-engine,skills/operations/M-173-script-automation-engine.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-173_Script_Automation_Engine,skills/operations/M-173-script-automation-engine.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-174-visual-asset-generator,skills/operations/M-174-visual-asset-generator.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-174_Visual_Asset_Generator,skills/operations/M-174-visual-asset-generator.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-175-video-assembly-engine,skills/operations/M-175-video-assembly-engine.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-175_Video_Assembly_Engine,skills/operations/M-175-video-assembly-engine.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-176-post-production-automation,skills/operations/M-176-post-production-automation.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-176_Post_Production_Automation,skills/operations/M-176-post-production-automation.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-177-performance-tracking-engine,skills/operations/M-177-performance-tracking-engine.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-177_Performance_Tracking_Engine,skills/operations/M-177-performance-tracking-engine.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-178-channel-benchmark-engine,skills/operations/M-178-channel-benchmark-engine.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-178_Channel_Benchmark_Engine,skills/operations/M-178-channel-benchmark-engine.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-179-competitive-intelligence-engine,skills/operations/M-179-competitive-intelligence-engine.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-179_Competitive_Intelligence_Engine,skills/operations/M-179-competitive-intelligence-engine.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-180-strategy-adaptation-engine,skills/operations/M-180-strategy-adaptation-engine.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-180_Strategy_Adaptation_Engine,skills/operations/M-180-strategy-adaptation-engine.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
D-501-platform-metadata-generator,skills/publishing/D-501-platform-metadata-generator.py,QUARANTINE_REVIEW,False,False,True,PASS,
D-501-platform-metadata-generator.skill,skills/publishing/D-501-platform-metadata-generator.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
D-502-seo-optimization-specialist,skills/publishing/D-502-seo-optimization-specialist.py,QUARANTINE_REVIEW,False,False,True,PASS,
D-502-seo-optimization-specialist.skill,skills/publishing/D-502-seo-optimization-specialist.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
D-503-publish-readiness-checker,skills/publishing/D-503-publish-readiness-checker.py,QUARANTINE_REVIEW,False,False,True,PASS,
D-503-publish-readiness-checker.skill,skills/publishing/D-503-publish-readiness-checker.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-009-knowledge-source-collector,skills/research_intelligence/M-009-knowledge-source-collector.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-009_Knowledge_Source_Collector,skills/research_intelligence/M-009-knowledge-source-collector.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-010-source-credibility-validator,skills/research_intelligence/M-010-source-credibility-validator.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-010_Source_Credibility_Validator,skills/research_intelligence/M-010-source-credibility-validator.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-011-knowledge-dossier-builder,skills/research_intelligence/M-011-knowledge-dossier-builder.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-011_Knowledge_Dossier_Builder,skills/research_intelligence/M-011-knowledge-dossier-builder.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-020-knowledge-summarization-engine,skills/research_intelligence/M-020-knowledge-summarization-engine.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-020_Knowledge_Summarization_Engine,skills/research_intelligence/M-020-knowledge-summarization-engine.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-021-fact-cross-verification-unit,skills/research_intelligence/M-021-fact-cross-verification-unit.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-021-fact-cross-verification-unit.skill,skills/research_intelligence/M-021-fact-cross-verification-unit.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-022-knowledge-graph-builder,skills/research_intelligence/M-022-knowledge-graph-builder.py,QUARANTINE_REVIEW,False,False,True,PASS,
M-022-knowledge-graph-builder.skill,skills/research_intelligence/M-022-knowledge-graph-builder.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
M-025-research-archive-manager,skills/research_intelligence/M-025-research-archive-manager.py,HISTORICAL_REFERENCE,False,False,True,PASS,
M-025-research-archive-manager.skill,skills/research_intelligence/M-025-research-archive-manager.skill.md,HISTORICAL_REFERENCE,False,False,True,PASS,
S-201-hook-optimizer,skills/script_intelligence/S-201-hook-optimizer.py,QUARANTINE_REVIEW,False,False,True,PASS,
S-201-hook-optimizer.skill,skills/script_intelligence/S-201-hook-optimizer.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
S-201-research-to-script-brief,skills/script_intelligence/S-201-research-to-script-brief.py,ACTIVE_CORE,True,True,False,PASS,
S-201-research-to-script-brief.skill,skills/script_intelligence/S-201-research-to-script-brief.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
S-202-first-draft-generation,skills/script_intelligence/S-202-first-draft-generation.py,ACTIVE_CORE,True,True,False,PASS,
S-202-first-draft-generation.skill,skills/script_intelligence/S-202-first-draft-generation.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
S-202-structure-designer,skills/script_intelligence/S-202-structure-designer.py,QUARANTINE_REVIEW,False,False,True,PASS,
S-202-structure-designer.skill,skills/script_intelligence/S-202-structure-designer.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
S-203-hook-structure-audit,skills/script_intelligence/S-203-hook-structure-audit.py,QUARANTINE_REVIEW,False,False,True,PASS,
S-203-hook-structure-audit.skill,skills/script_intelligence/S-203-hook-structure-audit.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
S-203-retention-engineer,skills/script_intelligence/S-203-retention-engineer.py,QUARANTINE_REVIEW,False,False,True,PASS,
S-203-retention-engineer.skill,skills/script_intelligence/S-203-retention-engineer.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
S-204-clarity-enhancer,skills/script_intelligence/S-204-clarity-enhancer.py,QUARANTINE_REVIEW,False,False,True,PASS,
S-204-clarity-enhancer.skill,skills/script_intelligence/S-204-clarity-enhancer.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
S-204-narrative-logic-audit,skills/script_intelligence/S-204-narrative-logic-audit.py,QUARANTINE_REVIEW,False,False,True,PASS,
S-204-narrative-logic-audit.skill,skills/script_intelligence/S-204-narrative-logic-audit.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
S-205-evidence-aligner,skills/script_intelligence/S-205-evidence-aligner.py,QUARANTINE_REVIEW,False,False,True,PASS,
S-205-evidence-aligner.skill,skills/script_intelligence/S-205-evidence-aligner.skill.md,QUARANTINE_REVIEW,False,False,True,PASS,
S-205-voice-tone-refinement,skills/script_intelligence/S-205-voice-tone-refinement.py,QUARANTINE_REVIEW,False,False,True,PASS,
