component_id,component_layer,file_path,route_family,has_activation_triggers,has_input_contract,has_output_contract,has_upstream_pointer,has_downstream_pointer,has_quality_gate,has_fallback,has_validator_binding,has_lineage_fields,has_provider_boundary,depth_status,production_risk
cwf_330_sub_agent,subagent,subagents/cwf_330/cwf_330_sub_agent.py,UNKNOWN,false,false,false,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
cwf_340_sub_agent,subagent,subagents/cwf_340/cwf_340_sub_agent.py,UNKNOWN,false,false,false,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
cwf_410_sub_agent,subagent,subagents/cwf_410/cwf_410_sub_agent.py,UNKNOWN,false,false,false,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
cwf_420_sub_agent,subagent,subagents/cwf_420/cwf_420_sub_agent.py,UNKNOWN,false,false,false,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
cwf_430_sub_agent,subagent,subagents/cwf_430/cwf_430_sub_agent.py,UNKNOWN,false,false,false,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
cwf_440_sub_agent,subagent,subagents/cwf_440/cwf_440_sub_agent.py,UNKNOWN,false,false,false,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
cwf_510_sub_agent,subagent,subagents/cwf_510/cwf_510_sub_agent.py,UNKNOWN,false,false,false,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
cwf_520_sub_agent,subagent,subagents/cwf_520/cwf_520_sub_agent.py,UNKNOWN,false,false,false,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
cwf_530_sub_agent,subagent,subagents/cwf_530/cwf_530_sub_agent.py,UNKNOWN,false,false,false,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
cwf_610_sub_agent,subagent,subagents/cwf_610/cwf_610_sub_agent.py,UNKNOWN,false,false,false,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
cwf_620_sub_agent,subagent,subagents/cwf_620/cwf_620_sub_agent.py,UNKNOWN,false,false,false,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
cwf_630_sub_agent,subagent,subagents/cwf_630/cwf_630_sub_agent.py,UNKNOWN,false,false,false,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
wf_000_sub_agent,subagent,subagents/wf_000/wf_000_sub_agent.py,UNKNOWN,false,false,false,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
wf_001_sub_agent,subagent,subagents/wf_001/wf_001_sub_agent.py,UNKNOWN,false,false,false,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
wf_010_sub_agent,subagent,subagents/wf_010/wf_010_sub_agent.py,UNKNOWN,false,false,false,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
wf_020_sub_agent,subagent,subagents/wf_020/wf_020_sub_agent.py,UNKNOWN,false,false,false,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
wf_021_sub_agent,subagent,subagents/wf_021/wf_021_sub_agent.py,UNKNOWN,false,false,false,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
wf_022_sub_agent,subagent,subagents/wf_022/wf_022_sub_agent.py,UNKNOWN,false,false,false,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
wf_023_sub_agent,subagent,subagents/wf_023/wf_023_sub_agent.py,UNKNOWN,false,false,false,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
wf_100_sub_agent,subagent,subagents/wf_100/wf_100_sub_agent.py,UNKNOWN,false,false,false,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
wf_200_sub_agent,subagent,subagents/wf_200/wf_200_sub_agent.py,UNKNOWN,false,false,false,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
wf_300_sub_agent,subagent,subagents/wf_300/wf_300_sub_agent.py,UNKNOWN,false,false,false,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
wf_400_sub_agent,subagent,subagents/wf_400/wf_400_sub_agent.py,UNKNOWN,false,false,false,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
wf_500_sub_agent,subagent,subagents/wf_500/wf_500_sub_agent.py,UNKNOWN,false,false,false,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
wf_600_sub_agent,subagent,subagents/wf_600/wf_600_sub_agent.py,UNKNOWN,false,false,false,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
wf_900_sub_agent,subagent,subagents/wf_900/wf_900_sub_agent.py,UNKNOWN,false,false,false,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
SKILL_DNA_UPGRADE_TEMPLATE,skill,skills/SKILL_DNA_UPGRADE_TEMPLATE.md,research;script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
E-601-performance-analyst,skill,skills/analytics/E-601-performance-analyst.py,analytics,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
E-601-performance-analyst.skill,skill,skills/analytics/E-601-performance-analyst.skill.md,analytics;script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
E-602-feedback-analyst,skill,skills/analytics/E-602-feedback-analyst.py,analytics,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
E-602-feedback-analyst.skill,skill,skills/analytics/E-602-feedback-analyst.skill.md,analytics;script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
E-603-evolution-strategist,skill,skills/analytics/E-603-evolution-strategist.py,analytics,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
E-603-evolution-strategist.skill,skill,skills/analytics/E-603-evolution-strategist.skill.md,analytics;script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
M-091-lip-sync-engine,skill,skills/autonomous_loop/M-091-lip-sync-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-091-lip-sync-engine.skill,skill,skills/autonomous_loop/M-091-lip-sync-engine.skill.md,script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
M-091-m-091-execution-engine,skill,skills/autonomous_loop/M-091-m-091-execution-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-092-avatar-rendering-engine,skill,skills/autonomous_loop/M-092-avatar-rendering-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-092-avatar-rendering-engine.skill,skill,skills/autonomous_loop/M-092-avatar-rendering-engine.skill.md,script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
M-093-visual-effects-engine,skill,skills/autonomous_loop/M-093-visual-effects-engine.py,image_generation,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-093-visual-effects-engine.skill,skill,skills/autonomous_loop/M-093-visual-effects-engine.skill.md,script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
M-094-color-grading-engine,skill,skills/autonomous_loop/M-094-color-grading-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-094-color-grading-engine.skill,skill,skills/autonomous_loop/M-094-color-grading-engine.skill.md,script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
M-095-motion-graphics-engine,skill,skills/autonomous_loop/M-095-motion-graphics-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-095-motion-graphics-engine.skill,skill,skills/autonomous_loop/M-095-motion-graphics-engine.skill.md,script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
M-096-transition-designer,skill,skills/autonomous_loop/M-096-transition-designer.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-096-transition-designer.skill,skill,skills/autonomous_loop/M-096-transition-designer.skill.md,script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
M-097-pacing-optimizer,skill,skills/autonomous_loop/M-097-pacing-optimizer.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-097-pacing-optimizer.skill,skill,skills/autonomous_loop/M-097-pacing-optimizer.skill.md,script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
M-098-final-edit-compiler,skill,skills/autonomous_loop/M-098-final-edit-compiler.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-098_Final_Edit_Compiler,skill,skills/autonomous_loop/M-098-final-edit-compiler.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-099-quality-assurance-engine,skill,skills/autonomous_loop/M-099-quality-assurance-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-099_Quality_Assurance_Engine,skill,skills/autonomous_loop/M-099-quality-assurance-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-100-safety-compliance-engine,skill,skills/autonomous_loop/M-100-safety-compliance-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-100_Safety_Compliance_Engine,skill,skills/autonomous_loop/M-100-safety-compliance-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-101-decision-board,skill,skills/autonomous_loop/M-101-decision-board.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-101_Decision_Board,skill,skills/autonomous_loop/M-101-decision-board.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-102-escalation-engine,skill,skills/autonomous_loop/M-102-escalation-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-102_Escalation_Engine,skill,skills/autonomous_loop/M-102-escalation-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-103-strategic-alignment-engine,skill,skills/autonomous_loop/M-103-strategic-alignment-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-103_Strategic_Alignment_Engine,skill,skills/autonomous_loop/M-103-strategic-alignment-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-104-executive-review-system,skill,skills/autonomous_loop/M-104-executive-review-system.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-104_Executive_Review_System,skill,skills/autonomous_loop/M-104-executive-review-system.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-105-publishing-engine,skill,skills/autonomous_loop/M-105-publishing-engine.py,publishing,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-105_Publishing_Engine,skill,skills/autonomous_loop/M-105-publishing-engine.skill.md,publishing;script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-106-upload-verification,skill,skills/autonomous_loop/M-106-upload-verification.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-106_Upload_Verification,skill,skills/autonomous_loop/M-106-upload-verification.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-107-algorithm-kickstart-engine,skill,skills/autonomous_loop/M-107-algorithm-kickstart-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-107_Algorithm_Kickstart_Engine,skill,skills/autonomous_loop/M-107-algorithm-kickstart-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-108-engagement-booster,skill,skills/autonomous_loop/M-108-engagement-booster.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-108_Engagement_Booster,skill,skills/autonomous_loop/M-108-engagement-booster.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-109-comment-analyzer,skill,skills/autonomous_loop/M-109-comment-analyzer.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-109_Comment_Analyzer,skill,skills/autonomous_loop/M-109-comment-analyzer.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-110-reputation-monitor,skill,skills/autonomous_loop/M-110-reputation-monitor.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-110_Reputation_Monitor,skill,skills/autonomous_loop/M-110-reputation-monitor.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-111-feedback-learning-engine,skill,skills/autonomous_loop/M-111-feedback-learning-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-111_Feedback_Learning_Engine,skill,skills/autonomous_loop/M-111-feedback-learning-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-112-strategy-refinement-engine,skill,skills/autonomous_loop/M-112-strategy-refinement-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-112_Strategy_Refinement_Engine,skill,skills/autonomous_loop/M-112-strategy-refinement-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-113-empire-growth-engine,skill,skills/autonomous_loop/M-113-empire-growth-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-113_Empire_Growth_Engine,skill,skills/autonomous_loop/M-113-empire-growth-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-114-resource-expansion-engine,skill,skills/autonomous_loop/M-114-resource-expansion-engine.py,trend_research,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-114_Resource_Expansion_Engine,skill,skills/autonomous_loop/M-114-resource-expansion-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-115-automation-expansion-engine,skill,skills/autonomous_loop/M-115-automation-expansion-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-115_Automation_Expansion_Engine,skill,skills/autonomous_loop/M-115-automation-expansion-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-116-skill-evolution-engine,skill,skills/autonomous_loop/M-116-skill-evolution-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-116_Skill_Evolution_Engine,skill,skills/autonomous_loop/M-116-skill-evolution-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-117-intelligence-upgrade-engine,skill,skills/autonomous_loop/M-117-intelligence-upgrade-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-117_Intelligence_Upgrade_Engine,skill,skills/autonomous_loop/M-117-intelligence-upgrade-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-118-empire-security-engine,skill,skills/autonomous_loop/M-118-empire-security-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-118_Empire_Security_Engine,skill,skills/autonomous_loop/M-118-empire-security-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-119-redundancy-system,skill,skills/autonomous_loop/M-119-redundancy-system.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-119_Redundancy_System,skill,skills/autonomous_loop/M-119-redundancy-system.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-120-supreme-orchestrator,skill,skills/autonomous_loop/M-120-supreme-orchestrator.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-120_Supreme_Orchestrator,skill,skills/autonomous_loop/M-120-supreme-orchestrator.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
P-301-execution-context-engineer,skill,skills/context_engineering/P-301-execution-context-engineer.py,platform;script,false,false,true,false,true,false,false,true,true,true,MISSING_IO_SCHEMA,HIGH
P-301-execution-context-engineer.skill,skill,skills/context_engineering/P-301-execution-context-engineer.skill.md,platform;script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
P-302-platform-format-specialist,skill,skills/context_engineering/P-302-platform-format-specialist.py,audio;music;platform;script,false,false,true,true,true,true,false,true,true,true,MISSING_IO_SCHEMA,HIGH
P-302-platform-format-specialist.skill,skill,skills/context_engineering/P-302-platform-format-specialist.skill.md,platform;script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
P-303-asset-brief-creator,skill,skills/context_engineering/P-303-asset-brief-creator.py,audio;platform,false,false,true,true,true,true,false,true,true,true,MISSING_IO_SCHEMA,HIGH
P-303-asset-brief-creator.skill,skill,skills/context_engineering/P-303-asset-brief-creator.skill.md,script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
P-304-lineage-chain-validator,skill,skills/context_engineering/P-304-lineage-chain-validator.py,context_engineering_packet;platform;publishing;quality_gate,false,false,true,true,true,true,false,true,true,true,MISSING_IO_SCHEMA,HIGH
P-304-lineage-chain-validator.skill,skill,skills/context_engineering/P-304-lineage-chain-validator.skill.md,script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
P-305-context-packet-finalizer,skill,skills/context_engineering/P-305-context-packet-finalizer.py,context_engineering_packet;platform;publishing;quality_gate,false,false,true,true,true,true,false,true,true,true,MISSING_IO_SCHEMA,HIGH
P-305-context-packet-finalizer.skill,skill,skills/context_engineering/P-305-context-packet-finalizer.skill.md,script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
M-181-innovation-engine,skill,skills/governance/M-181-innovation-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-181_Innovation_Engine,skill,skills/governance/M-181-innovation-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-182-collaboration-engine,skill,skills/governance/M-182-collaboration-engine.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-182_Collaboration_Engine,skill,skills/governance/M-182-collaboration-engine.skill.md,script,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-001-intent-cortex,skill,skills/intelligence/M-001-intent-cortex.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-001_Intent_Cortex,skill,skills/intelligence/M-001-intent-cortex.skill.md,research,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
M-002-context-analyzer,skill,skills/intelligence/M-002-context-analyzer.py,UNKNOWN,false,false,true,false,false,false,false,false,false,false,MISSING_IO_SCHEMA,HIGH
M-002_Context_Analyzer,skill,skills/intelligence/M-002-context-analyzer.skill.md,research,false,true,true,true,true,true,false,true,true,false,SHALLOW_CONTRACT,MEDIUM
SKL-PH3C-M-231-VOICEOVER_DIRECTION_SCRIPT,skill,skills/media_audio/M-231-voiceover-direction-script.skill.md,audio;script;video;voice,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3C-M-232-SOUND_DESIGN_BRIEF,skill,skills/media_audio/M-232-sound-design-brief.skill.md,audio;music;script;video,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3C-M-233-MUSIC_SELECTION_ADVISOR,skill,skills/media_audio/M-233-music-selection-advisor.skill.md,audio;music;script;video,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3C-M-234-PODCAST_AUDIO_OPTIMIZATION,skill,skills/media_audio/M-234-podcast-audio-optimization.skill.md,audio;script;video;voice,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3C-M-235-ACOUSTIC_ENVIRONMENT_ANALYZER,skill,skills/media_audio/M-235-acoustic-environment-analyzer.skill.md,audio;script;video,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3C-M-236-NOISE_REDUCTION_STRATEGY,skill,skills/media_audio/M-236-noise-reduction-strategy.skill.md,audio;script;video,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3C-M-237-AUDIO_LEVELS_NORMALIZATION,skill,skills/media_audio/M-237-audio-levels-normalization.skill.md,audio;music;script;video,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3C-M-238-COMPRESSION_EQ_SPECIFICATIONS,skill,skills/media_audio/M-238-compression-eq-specifications.skill.md,audio;script;video,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3C-M-239-REVERB_EFFECTS_DESIGNER,skill,skills/media_audio/M-239-reverb-effects-designer.skill.md,audio;script;video;voice,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3C-M-240-AUDIO_MIXING_GUIDE,skill,skills/media_audio/M-240-audio-mixing-guide.skill.md,audio;script;video,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3C-M-241-MASTERING_SPECIFICATIONS,skill,skills/media_audio/M-241-mastering-specifications.skill.md,audio;music;script;video,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3C-M-242-PODCAST_INTRO_OUTRO_DESIGNER,skill,skills/media_audio/M-242-podcast-intro-outro-designer.skill.md,audio;editing;script;video,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3C-M-243-AUDIO_TRANSITIONS_OPTIMIZER,skill,skills/media_audio/M-243-audio-transitions-optimizer.skill.md,audio;script;video;voice,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3C-M-244-TRANSCRIPT_GENERATOR,skill,skills/media_audio/M-244-transcript-generator.skill.md,audio;script;video,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3C-M-245-ACCESSIBILITY_AUDIO_DESCRIPTION,skill,skills/media_audio/M-245-accessibility-audio-description.skill.md,audio;publishing;script;video,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3A-M-201-VISUAL_DESIGN_BRIEF_GENERATOR,skill,skills/media_graphics/M-201-visual-design-brief-generator.skill.md,script,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3A-M-202-COLOR_PALETTE_OPTIMIZER,skill,skills/media_graphics/M-202-color-palette-optimizer.skill.md,image_generation,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3A-M-203-TYPOGRAPHY_SELECTOR,skill,skills/media_graphics/M-203-typography-selector.skill.md,image_generation,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3A-M-204-LAYOUT_COMPOSITION_STRATEGIST,skill,skills/media_graphics/M-204-layout-composition-strategist.skill.md,image_generation,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3A-M-205-ICON_ILLUSTRATION_MAPPER,skill,skills/media_graphics/M-205-icon-illustration-mapper.skill.md,image_generation,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3A-M-206-BRAND_CONSISTENCY_VALIDATOR,skill,skills/media_graphics/M-206-brand-consistency-validator.skill.md,image_generation,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3A-M-207-ACCESSIBILITY_ANALYZER,skill,skills/media_graphics/M-207-accessibility-analyzer.skill.md,image,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3A-M-208-IMAGE_ASSET_SOURCING_ADVISOR,skill,skills/media_graphics/M-208-image-asset-sourcing-advisor.skill.md,image,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3A-M-209-INFOGRAPHIC_STRUCTURE_DESIGNER,skill,skills/media_graphics/M-209-infographic-structure-designer.skill.md,script,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3A-M-210-ANIMATION_TRANSITION_SPECIFIER,skill,skills/media_graphics/M-210-animation-transition-specifier.skill.md,image_generation,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3A-M-211-MOBILE_FIRST_LAYOUT_OPTIMIZER,skill,skills/media_graphics/M-211-mobile-first-layout-optimizer.skill.md,platform,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3A-M-212-DARK_MODE_VARIANT_GENERATOR,skill,skills/media_graphics/M-212-dark-mode-variant-generator.skill.md,image_generation,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3A-M-213-PRINT_READY_FORMAT_CONVERTER,skill,skills/media_graphics/M-213-print-ready-format-converter.skill.md,image_generation,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3A-M-214-SOCIAL_MEDIA_GRAPHICS_OPTIMIZER,skill,skills/media_graphics/M-214-social-media-graphics-optimizer.skill.md,platform,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
SKL-PH3A-M-215-BANNER_HEADER_DESIGNER,skill,skills/media_graphics/M-215-banner-header-designer.skill.md,video,true,true,true,true,true,true,true,true,true,false,HISTORICAL_ONLY,LOW
A-401-thumbnail-concept-designer,skill,skills/media_production/A-401-thumbnail-concept-designer.py,context_engineering_packet;platform;script,false,false,true,true,true,true,false,true,true,true,MISSING_IO_SCHEMA,HIGH
A-401-thumbnail-concept-designer.skill,skill,skills/media_production/A-401-thumbnail-concept-designer.skill.md,script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
A-402-visual-asset-planner,skill,skills/media_production/A-402-visual-asset-planner.py,audio;platform;script,false,false,true,true,true,false,false,true,true,true,MISSING_IO_SCHEMA,HIGH
A-402-visual-asset-planner.skill,skill,skills/media_production/A-402-visual-asset-planner.skill.md,script,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
A-403-audio-script-optimizer,skill,skills/media_production/A-403-audio-script-optimizer.py,audio;script;voice,false,false,true,true,false,false,false,true,true,true,MISSING_IO_SCHEMA,HIGH
A-403-audio-script-optimizer.skill,skill,skills/media_production/A-403-audio-script-optimizer.skill.md,audio;script;voice,false,true,true,true,true,true,true,true,true,true,SHALLOW_CONTRACT,MEDIUM
A-404-media-package-assembler,skill,skills/media_production/A-404-media-package-assembler.py,audio;context_engineering_packet;publishing;script,false,false,true,true,false,true,false,true,true,true,MISSING_IO_SCHEMA,HIGH
